year,ASMR,urbanization,dazhuanper,avgeduyrs,60_laborincome_per,60_pension_per,60_SRH_good,avgrent_fee,avgmonthNDVI,PM2.5,O3,secindust_per,terindust_per,GDP,logincomeperper,perGDP,doctor1k,numbed1k
2020,4.017953649,51.83426009,16.3732112,9.593757469,22.44655582,42.05760095,63.56393508,697.6756379,0.535630754,53.62351253,114.5622534,37.82,46.84,23720000,10.36935765,49166,2.907328666,5.172661119
2020,4.225122404,64.97846939,18.8795148,10.03357434,13.23449363,43.20297952,63.66996132,672.3189283,0.549093026,43.01712189,107.6028994,45.09,49.96,51280000,10.57864895,72872,3.264132422,5.937762118
2020,2.850709465,54.84111865,16.47604128,9.798412792,15.99294565,29.76748503,59.16368868,549.4244604,0.609893508,52.6444925,112.1150628,42.82,47.65,15740000,10.43728724,66239,2.655132651,5.017550233
2020,3.839625717,50.59134498,12.34684047,9.230643845,20.89499322,28.94931558,51.98853126,770.6513534,0.578149908,43.6290459,106.2855829,32.12,51.27,39260000,10.43146524,40315,2.407673257,5.878651456
2020,3.582328446,53.41992811,15.57959931,9.570036243,15.39209503,34.27152318,53.51624093,625.419888,0.543167314,48.70500625,111.1703157,45.11,46.54,24560000,10.45776943,49379,2.620140574,5.124784019
2020,3.605062843,49.96590748,17.14952264,9.517836362,19.12437811,37.29751244,60.0039801,840.5334728,0.532954653,55.44779737,115.6098999,35.33,50.12,16500000,10.42356029,43908,2.647340147,4.124506109
2020,2.893936469,57.25981782,17.19509013,10.00236915,14.73003099,40.92762764,52.27013213,453.8228615,0.561497975,37.9011927,104.2917445,47.35,42.52,14510000,10.39784837,71541,3.306350473,6.14780684
2020,4.290855595,46.1850205,14.02003487,9.302305079,30.11408033,24.42345902,59.71468756,612.1731289,0.599663177,51.14400883,114.9100417,37.83,44.53,29260000,10.39979226,37443,2.181190818,3.594551296
2020,3.507890184,57.57747729,17.79782943,10.04724913,20.15863307,39.05846142,64.62324645,527.116513,0.551085543,53.0245261,114.4717835,44.86,45.42,30140000,10.43696468,48229,2.880071095,5.150890229
2020,3.404558608,50.12001955,13.91152318,9.193425076,17.1377197,34.41219673,53.59874386,795.4568432,0.542088391,39.21672324,107.6122028,35.61,45.24,28050000,10.33986976,44922,2.30318839,4.017065954
2020,3.463984098,53.54751304,14.42384603,9.597514107,21.66589567,28.92051484,61.50643555,644.6887417,0.564499655,52.24793485,112.7990481,52.74,41.95,34490000,10.46098682,78875,2.564613043,4.282650357
2020,3.593311218,78.40142044,33.62553142,11.09863697,10.75752236,47.51731167,69.787688,1420.290893,0.457716905,51.67587806,114.4026285,39.65,59.04,120040000,10.66632403,96134,3.588011149,7.280303262
2020,5.119146047,42.58068483,10.45845813,8.905177642,25.51076859,21.02783236,57.7096965,831.0989011,0.617069481,50.59673118,113.3592275,41.11,41.69,32670000,10.27035042,36214,2.133388876,4.216257119
2020,3.09849467,44.14161694,11.60535202,9.342240853,25.33910749,26.47153986,56.40010951,636.6190374,0.585127063,46.59197501,110.6186962,38.47,42.36,28590000,10.33640569,40710,2.521107804,5.493386747
2020,3.728591959,72.48225997,24.86435707,8.291974527,6.137284279,73.8000111,55.58515066,1223.001475,0.313981046,29.74757814,89.74119149,46.72,42.68,23010000,10.73369738,84784,3.478261495,6.075722921
2020,7.085790124,93.57242903,20.52015756,9.755673674,3.643351268,79.38508839,36.27978478,664.2346939,0.525414406,15.64737838,76.9319926,19.24036728,38.56181757,1409000,10.2797298,48498.4,20.3184052,8.358589213
